ner_tag,id,token
O,2636,growth
B-LOC,2636,western
I-LOC,2636,central
I-LOC,2636,#massachusetts.
O,2636,http://t.co/jyntshm8zb
B-PER,2637,@
B-PER,2637,himymcraig
O,2637,wrap
O,2637,#himym
O,2637,#grateful
B-ORG,2641,@
B-ORG,2641,realsneakers_
O,2641,http://t.co/oliyutqtxz
O,2642,wen
O,2642,wil
O,2642,girls
O,2642,return
O,2642,govt
O,2642,claim
O,2642,nt
O,2642,2
O,2642,ve
O,2642,d
O,2642,manpower
O,2642,2
O,2642,brng
O,2642,dem
O,2642,atleast
O,2642,im
O,2642,certain
O,2642,dey
O,2642,d
O,2642,money
O,2642,2buy
O,2642,evryone
O,2642,dem
O,2643,making
O,2643,oscar
O,2643,picks
O,2643,day
O,2643,awards
O,2643,insights
O,2643,predictions
O,2643,post
O,2643,like
O,2643,year
O,2643,share
O,2643,ballot
O,2643,later
O,2644,ok
O,2644,early
O,2644,posted
O,2644,racing
O,2644,releases
O,2644,including
B-ORG,2644,nascar
B-ORG,2644,sprint
I-ORG,2644,cup
B-LOC,2644,lebanon
I-LOC,2644,mo
O,2644,releases
O,2644,http://t.co/hb54oamefq
O,2645,hovel
O,2645,upgraded
O,2645,download
O,2645,find
O,2645,http://t.co/lcr3lzmgos
O,2645,"#android,"
O,2645,"#androidgames,"
O,2645,#gameinsight
O,2646,“
O,2646,@gvldsaiyan
O,2646,little
O,2646,dick
O,2646,niggas
B-LOC,2646,america
O,2646,felt
B-PER,2646,karlie
I-PER,2646,redd
O,2646,said
O,2646,#themilitia
O,2646,https://t.co/fyhvozq9eo
O,2646,”
O,2646,bruh
O,2646,😂
O,2646,😂
O,2646,😂
O,2646,😂
O,2648,ok
O,2648,bye
O,2648,yall
O,2648,work
O,2648,n
O,2648,morning
B-PER,2650,bianca
I-PER,2650,del
I-PER,2650,rio
O,2652,@goldenxvybz
O,2652,orange
O,2652,new
O,2652,black
O,2652,till
B-PER,2653,@
B-PER,2653,tallt33baby
O,2653,youre
O,2653,savior
O,2654,visiting
O,2654,4th
O,2654,country
O,2654,year
O,2654,#jetsetter
O,2654,#lovinglife
O,2655,love
O,2655,💛
O,2655,waiting
O,2655,💙
B-PER,2658,@
B-PER,2658,triyantinii
O,2658,thanks
O,2658,teh
O,2660,playing
B-ORG,2660,mafia
O,2660,accounting
O,2660,🙈
O,2660,#mocktrialmemories
O,2661,@null
O,2661,14
O,2662,cwok
O,2662,itu
O,2662,egois
O,2663,tumultuous
O,2663,feelings
O,2663,cross
O,2663,public
O,2663,domain
O,2663,today
O,2663,w
O,2663,pisces
O,2663,http://t.co/hjjd76ani3
B-ORG,2664,@
B-ORG,2664,namstagram
B-ORG,2664,sunggyu
O,2664,x
O,2664,eyeliner
O,2664,otp4
O,2664,lyf
O,2664,http://t.co/ojic1b8cbo
O,2667,sukses
O,2669,bad
O,2669,bone
O,2669,playing
B-ORG,2669,@
B-ORG,2669,bikerfm
O,2669,like
O,2669,meet
O,2669,bad
O,2669,boy
O,2669,dark
O,2669,alley
O,2669,http://t.co/1j93oa0wvm
O,2669,http://t.co/0fkwhbdjou
O,2671,http://t.co/ooeogzbhbq
O,2673,sub
O,2673,tweeting
O,2673,like
O,2673,hoee
O,2673,cx
B-PER,2674,ashton
B-PER,2674,niallftsbrad
O,2674,yesterday
O,2674,http://t.co/jk7vimpb3m
O,2675,everytime
O,2675,somebody
O,2675,tweets
O,2675,read
O,2675,bio
O,2675,read
O,2675,bunch
O,2675,bullshit
B-PER,2676,@
B-PER,2676,kidrxuhl1d
O,2676,smile
O,2676,wrong
O,2676,https://t.co/qsjthnk9u8
B-PER,2677,@
B-PER,2677,_dannibanani
O,2677,thank
O,2677,love
O,2677,😘
O,2680,played
O,2680,pool
O,2680,new
O,2680,meaning
O,2680,taking
O,2680,dive
O,2680,#fakeworldcupfacts
O,2680,@midnight
B-PER,2682,@
B-PER,2682,boothwilliam
O,2682,makeshift
O,2682,tv
O,2682,studio
B-LOC,2682,shifa
I-LOC,2682,hospital
B-LOC,2682,gaza
O,2682,waiting
O,2682,islamic
O,2682,jihad
O,2682,politico
B-PER,2682,khalid
I-PER,2682,al
I-PER,2682,batish
O,2682,finish
O,2682,spin
O,2682,htt
O,2682,…
O,2683,bow
O,2683,pretty
O,2683,3
O,2684,live
O,2684,daringly
O,2684,boldly
O,2684,fearlessly
O,2684,taste
O,2684,relish
O,2684,found
O,2684,competition
O,2684,having
O,2684,forth
O,2684,best
B-PER,2684,henry
I-PER,2684,j
I-PER,2684,kaiser
B-PER,2685,@
B-PER,2685,mitchgrassi
O,2685,maybe
O,2685,eat
O,2685,little
O,2685,bit
O,2685,padding
O,2687,j
O,2687,ai
O,2687,mes
O,2687,6
O,2687,2
O,2687,k
O,2687,fkfldlkdhjld
O,2688,hump
O,2688,day
O,2688,goin
B-PER,2688,@
B-PER,2688,andreaonairmtl
O,2688,http://t.co/x809dygk8n
O,2689,persamaan
O,2689,cewe
B-PER,2689,dan
O,2689,cowo
O,2689,different
O,2689,afterall
O,2689,http://t.co/jupterefon
O,2689,@9gag
O,2690,loving
O,2690,checkout
B-ORG,2690,abc
I-ORG,2690,iview
O,2690,http://t.co/yzbpzxa2iv
O,2690,http://t.co/wykflqnzip
O,2691,10
B-ORG,2691,#unsc
O,2691,discuss
O,2691,situation
B-LOC,2691,#libya.
B-PER,2691,foreign
I-PER,2691,minister
I-PER,2691,abdelaziz
B-ORG,2691,@
B-ORG,2691,unsmilibya
B-PER,2691,head
I-PER,2691,mitri
O,2691,address
B-ORG,2691,council
O,2693,message
O,2693,lost
O,2693,flurry
O,2693,words
O,2693,toda
O,2693,gemini
O,2693,http://t.co/ti6d7qqxzg
B-ORG,2694,@
B-ORG,2694,kingcdf
O,2694,making
O,2694,living
O,2694,clown
O,2694,spare
O,2694,time
O,2694,lose
O,2696,claw
O,2696,exam
O,2696,7
O,2696,:3
O,2696,30
O,2696,8
O,2696,:3
O,2696,30
O,2696,pm
O,2696,tomorrow
O,2696,kill
B-PER,2698,@
B-PER,2698,davelackie
O,2698,giving
O,2698,away
B-ORG,2698,dior
O,2698,addict
O,2698,fluid
O,2698,stick
O,2698,wardrobe
O,2698,incredible
O,2698,product
O,2698,enter
O,2698,follow
O,2698,…
O,2698,http://t.co/rmgzomshd2
B-PER,2700,@
B-PER,2700,yewrxdad
O,2700,mothersday
O,2700,contest
O,2700,pic
O,2700,u
O,2700,n
O,2700,ur
O,2700,mother
O,2700,:)
O,2701,oeeeeeeeeeeeeeeeee
B-ORG,2703,al-
I-ORG,2703,qaeda
O,2703,history
O,2703,world
O,2703,notorious
O,2703,terrorist
O,2703,organization
B-ORG,2703,al-
I-ORG,2703,qaeda
O,2703,history
O,2703,http://t.co/2dywzltyjs
B-PER,2704,@
B-PER,2704,ryanmiller3039
O,2704,thank
B-LOC,2704,wny
O,2704,12
O,2704,years
B-LOC,2704,buffalo
B-LOC,2704,rochester
O,2704,great
O,2704,place
O,2704,live
O,2704,play
O,2706,liked
O,2706,@youtube
O,2706,video
O,2706,http://t.co/omhyhhvo6h
O,2706,plants
O,2706,vs
O,2706,zombies
O,2706,music
O,2706,video
I-ORG,2708,drop
I-ORG,2708,bomb
O,2708,releases
O,2708,preview
O,2708,tracks
O,2708,tribute
O,2708,album
I-ORG,2708,drop
I-ORG,2708,bomb
O,2708,reveals
O,2708,cover
O,2708,art
O,2708,previews
O,2708,f
O,2708,http://t.co/mzzpm6bp1r
O,2709,persian
O,2709,shawty
O,2709,undressing
O,2709,eyes
O,2709,whilst
O,2709,man
O,2709,😈
O,2709,😏
B-ORG,2710,twitter
O,2710,follows
O,2710,unfollows
O,2710,people
O,2710,account
O,2710,annoying
O,2711,:(
O,2711,http://t.co/rtqdjs0sqo
B-PER,2712,@
B-PER,2712,bringash1026
B-PER,2712,@
B-PER,2712,kevburbano
B-PER,2712,@
B-PER,2712,nickoo19
O,2712,yea
O,2712,count
B-PER,2712,kevin
O,2712,competition
O,2712,tho
O,2712,nigga
O,2712,knows
O,2712,future
O,2713,http://t.co/ys3ud0t1pe
B-PER,2715,bom
I-PER,2715,dia
O,2715,:(
O,2716,“
O,2716,@manditoosnipes1
O,2716,miss
B-PER,2716,sergio
O,2716,man
O,2716,remember
O,2716,came
O,2716,big
O,2716,ass
O,2716,moms
B-ORG,2716,fj
O,2716,cruiser
O,2716,lil
O,2716,savage
B-PER,2717,@
B-PER,2717,peedypa_
O,2717,want
O,2717,thick
O,2717,thin
O,2718,shout
O,2718,beautiful
O,2718,birthday
O,2718,girl
B-PER,2718,@
B-PER,2718,lexinicole202
O,2718,hope
O,2718,great
O,2718,day
O,2718,couple
O,2718,days
O,2718,🎉
O,2718,🎈
O,2718,🎁
O,2718,🎂
B-PER,2719,@
B-PER,2719,themafiaantonio
B-PER,2719,@
B-PER,2719,thesaintvanity
O,2719,established
O,2719,relationship
O,2719,sweetie
O,2719,breaking
O,2719,hussy
B-PER,2720,@
B-PER,2720,littlemix
O,2720,deceived
O,2720,looked
O,2720,sunny
O,2720,outside
O,2720,morning
O,2720,😔
B-PER,2720,#noparker
I-PER,2720,xxjadexx
B-ORG,2721,@
B-ORG,2721,mesariverview
O,2721,want
O,2721,laugh
O,2721,mt
B-ORG,2721,@
B-ORG,2721,cinemark
O,2721,case
O,2721,missed
O,2721,watch
O,2721,dumb
O,2721,dumber
O,2721,trailer
O,2721,http
O,2721,…
B-ORG,2722,@
B-ORG,2722,tbvines
O,2722,man
O,2722,balls
O,2722,http://t.co/ogzvcnlctg
B-PER,2726,@
B-PER,2726,sadlyle
B-PER,2726,@
B-PER,2726,keysfefe
B-PER,2726,@
B-PER,2726,trap_nasty75
B-PER,2726,@
B-PER,2726,trphies
B-LOC,2726,eastridge
B-ORG,2728,constitutional
I-ORG,2728,court
O,2728,ousts
B-LOC,2728,thai
O,2728,prime
O,2728,minister
O,2728,finding
O,2728,guilty
O,2728,abuse
O,2728,power
O,2728,case
O,2728,http://t.co/9pj6jyvzur
B-PER,2729,@
B-PER,2729,savingmybrosass
O,2729,idk
O,2729,come
O,2729,like
O,2729,said
O,2729,told
O,2729,having
O,2729,people
O,2729,haha
O,2730,cure
O,2730,hangover
O,2730,http://t.co/h2xmfevwxk
B-PER,2733,matthew
I-PER,2733,grey
I-PER,2733,gubler
O,2733,fucking
O,2733,hot
O,2733,cant
O,2733,believe
O,2734,#big
O,2734,boobs
O,2734,#whorewednesday
O,2734,#nsfw
O,2734,#adult
O,2734,#porn
O,2734,#hardcore
O,2734,huge
O,2734,boobs
O,2734,galleries
O,2734,http://t.co/nao91yto9p
O,2735,enjoy
O,2735,favorite
O,2735,liqueurs
O,2735,luxury
O,2735,crystal
O,2735,liqueur
O,2735,glass
B-LOC,2735,monaco
O,2735,http://t.co/frtrmmllpg
O,2735,http://t.co/qmnwyxocfi
B-PER,2736,@
B-PER,2736,tity2juz
B-PER,2736,terio
O,2736,slander
O,2736,automatic
O,2736,10
O,2736,y
O,2736,unoriginal
O,2738,http://t.co/sm2fn6sdjo
O,2739,believe
O,2739,planning
O,2739,future
O,2739,believe
O,2739,future
O,2742,bitch
O,2742,choke
O,2742,ass
B-PER,2742,#shitwyattsays
B-PER,2743,@
B-PER,2743,calandco
B-LOC,2743,nigerian
O,2743,prince
O,2743,play
B-PER,2743,alicia
I-PER,2743,keys
O,2743,1
O,2743,m
O,2743,hail
O,2743,powerful
B-ORG,2743,na
O,2744,@albudeboyent
O,2744,@kokaneofficial
B-ORG,2744,@
B-ORG,2744,soulcentralmag
O,2744,@djkingassassin
O,2744,@afronaj
O,2744,@acldaboss
O,2744,@pence
B-PER,2744,@
B-PER,2744,pjhewett
O,2745,http://t.co/4s1cgmbkag
B-ORG,2746,isaac
I-ORG,2746,newton
I-ORG,2746,academy
O,2746,head
O,2746,maths
O,2746,http://t.co/3a0ctfbfuy
O,2746,#testhashtag
B-PER,2747,@
B-PER,2747,sethscaglia
B-PER,2747,@
B-PER,2747,tuttlesydney
B-ORG,2747,@
B-ORG,2747,pbowmafia
O,2747,haha
O,2747,suppose
O,2749,@fact
O,2749,6
O,2749,heavily
O,2749,guarded
O,2749,locations
O,2749,planet
O,2749,http://t.co/wgyi2gxar9
O,2750,god
B-PER,2751,nini
O,2751,http://t.co/i6mj8x2khv
B-PER,2752,@
B-PER,2752,ericaspeaksss
O,2752,yea
O,2752,dat
O,2753,new
O,2753,partner
O,2756,great
O,2756,night
O,2756,girl
B-PER,2756,@
B-PER,2756,oliviad5050
B-PER,2757,@
B-PER,2757,beasoje
O,2757,everybody
O,2757,yes
O,2759,photo
O,2759,http://t.co/v8syppcwl9
B-PER,2760,@
B-PER,2760,stefkojohoe
O,2760,great
O,2760,night
O,2760,:)
B-PER,2764,@
B-PER,2764,djtayjames
O,2764,good
O,2764,friends
B-PER,2764,@
B-PER,2764,lolliecakez
B-PER,2764,@
B-PER,2764,_jortiz
O,2764,http://t.co/i6akteqjky
O,2764,#selfie
O,2764,http://t.co/wrs8hbqs8t
O,2766,defqon
O,2766,1
B-PER,2767,@
B-PER,2767,caseyveggies
O,2767,know
O,2767,way
O,2767,lose
O,2767,🙏
O,2768,today
O,2768,stats
O,2768,2
O,2768,followers
O,2768,unfollower
O,2768,followed
O,2768,3
O,2768,people
O,2768,http://t.co/slnapih0y1
O,2770,love
O,2770,like
O,2770,love
O,2770,mistake
O,2770,right
O,2770,remember
O,2770,wrong
O,2770,remember
O,2770,frv
O,2771,6
O,2771,days
O,2771,town
O,2771,hall
O,2771,upgrades
O,2771,level
O,2771,7
O,2771,crazy
O,2772,success
B-ORG,2772,holgate
O,2772,’
O,2772,s
O,2772,film
O,2772,studies
O,2772,students
B-ORG,2772,young
I-ORG,2772,creative
I-ORG,2772,awards
O,2772,students
B-ORG,2772,holgate
I-ORG,2772,academy
O,2772,attended
O,2772,t
O,2772,http://t.co/a7ircd6kvj
O,2773,dogs
O,2773,meat
O,2773,head
O,2773,broke
O,2773,collar
O,2773,running
O,2773,straight
O,2773,dog
O,2773,run
O,2773,cool
O,2773,hulk
O,2774,grace
O,2774,faith
O,2774,wisdom
O,2774,strength
O,2774,patience
B-PER,2776,@
B-PER,2776,drinkingsmokin
O,2776,smoke
O,2776,weed
O,2776,successful
B-PER,2777,boehner
O,2777,wasting
O,2777,ink
O,2777,filing
O,2777,re-election
O,2777,http://t.co/gelmdjgpwq
B-LOC,2777,#benghazi
O,2777,remember
O,2777,u
O,2777,hres
O,2777,36
O,2777,#pjnet
B-LOC,2777,#justiceforbenghazi4
B-PER,2778,@
B-PER,2778,sunayyaaa
O,2778,oomf
O,2778,talking
O,2778,need
O,2778,perm
O,2778,week
O,2778,lmao
O,2779,dont
O,2779,want
O,2779,like
O,2779,lebih
O,2779,rela
O,2779,cmtok
O,2779,dr
O,2779,dpt
O,2779,pgganti
O,2779,yg
O,2779,belom
O,2779,tntu
O,2779,baik
O,2779,dpt
O,2779,trimak
B-LOC,2779,seadanya
B-PER,2780,@
B-PER,2780,fellyciousevt
O,2780,thx
O,2780,:)
O,2782,bueh
O,2783,felt
O,2783,shit
O,2783,long
O,2783,time
B-PER,2787,@
B-PER,2787,saydatagain
O,2787,haha
B-ORG,2787,@
B-ORG,2787,thecosby
O,2787,black
O,2787,captain
B-LOC,2787,america
O,2787,recognized
B-LOC,2787,michigan
O,2787,affirmative
O,2787,action
O,2787,accusations
O,2788,rolling
B-ORG,2788,laker
O,2788,blunts
O,2788,s
O,2788,o
B-PER,2788,kobe
B-PER,2789,@
B-PER,2789,aniqahc
O,2789,#introvertpickuplines
O,2789,beautiful
O,2789,let
O,2789,personal
O,2789,space
O,2789,bubble
O,2789,limited
O,2789,time
O,2789,g
O,2789,…
O,2792,😲
O,2792,1st
O,2792,thing
B-ORG,2792,twitter
O,2792,today
B-PER,2792,@
B-PER,2792,adventuree_time
O,2792,welp
O,2792,unsee
O,2792,making
O,2792,y
O,2792,http://t.co/k9b4wtabde
O,2793,alpha
O,2793,omega
O,2793,beginning
O,2793,ending
O,2793,saith
B-PER,2793,lord
O,2793,come
O,2793,t
O,2793,…
O,2793,http://t.co/lil7uuwg76
O,2796,definition
O,2796,time
O,2796,comes
O,2796,health
O,2796,fitness
O,2796,end
O,2796,http://t.co/bi9upqjxzq
B-PER,2798,@
B-PER,2798,h_poulter
O,2798,like
O,2798,team
O,2798,turned
B-LOC,2798,brit
O,2798,1
O,2798,0
O,2798,rugby
O,2798,team
O,2798,#swinglow
B-PER,2798,#oneryanshawcross
O,2798,#byebyetitle
O,2798,:-d
B-PER,2801,@
B-PER,2801,big_jason77
O,2801,ahhh
O,2801,true
B-PER,2803,@
B-PER,2803,elzamega
O,2804,come
O,2804,think
O,2804,bearday
O,2804,tomorrow
O,2804,date
O,2804,wrong
O,2804,bestfriend
O,2804,:))
O,2805,highly
O,2805,animated
O,2805,today
O,2805,makes
O,2805,assume
O,2805,pisces
O,2805,http://t.co/vmxpo6bt63
B-PER,2806,@
B-PER,2806,daveprops
O,2806,look
O,2806,bar
O,2806,tending
O,2806,#himym
B-PER,2806,#pamfryman
O,2806,http://t.co/ny6twcdlwk
O,2807,8
O,2807,o'clock
O,2807,class
O,2807,😤
O,2807,🙅
O,2808,http://t.co/cugiqeyrxl
O,2808,3
B-ORG,2808,3
I-ORG,2808,m
O,2808,utility
O,2808,duct
O,2808,tape
O,2808,2929
O,2808,silver
O,2808,1
O,2808,22
O,2808,25
O,2808,x
O,2808,50
O,2808,yd
O,2808,5
O,2808,8
O,2808,mils
O,2808,pack
O,2808,1
B-ORG,2808,3
I-ORG,2808,m
O,2808,utilit
O,2808,http://t.co/enhgzze8mc
B-PER,2809,@
B-PER,2809,kwanhatalo
O,2809,fun
O,2809,username
O,2809,changed
O,2810,http://t.co/dfzcytxbdl
O,2811,second
O,2811,reason
O,2811,blog
O,2811,#bible
O,2811,#prophecies
O,2811,fulfilled
O,2811,current
O,2811,times
O,2811,http://t.co/1s7chekpn2
O,2813,march
O,2813,favorite
O,2813,month
O,2814,chase
O,2815,notice
O,2815,time
B-PER,2816,@
B-PER,2816,maxiblumhagen
O,2816,pasame
O,2816,buscar
O,2816,hajajajajajajjaja
O,2818,aye
O,2820,help
O,2820,wanted
O,2820,hi
O,2820,looking
O,2820,people
O,2820,want
O,2820,distributors
B-ORG,2820,skinny
I-ORG,2820,fiber
O,2820,http://t.co/8atuexdvrq
O,2821,huge
O,2821,tune
O,2821,boys
B-ORG,2821,standard
I-ORG,2821,procedure
I-ORG,2821,dubstep
B-ORG,2821,p0
I-ORG,2821,gman
I-ORG,2821,dubstep
O,2821,http://t.co/mja5p7cbqq
O,2822,tip
O,2822,toeing
O,2822,jawdins
O,2822,lol
O,2825,@rp_ronw
O,2825,check
O,2825,owl
O,2825,=)
O,2825,tc
B-PER,2827,@
B-PER,2827,harry_styles
O,2827,come
B-LOC,2827,australia
O,2829,@dumblawz
O,2829,ugly
O,2829,women
O,2829,“
O,2829,hideous
O,2829,hag
O,2829,coming
O,2829,”
O,2829,entering
O,2829,building
O,2829,men
B-LOC,2829,delaware
O,2831,@famousbirthdays
O,2831,wishing
O,2831,happy
O,2831,20th
O,2831,birthday
B-PER,2831,justin
I-PER,2831,bieber
B-PER,2831,@
B-PER,2831,justinbieber
O,2831,http://t.co/s2dovfpgvh
O,2834,hay
B-PER,2836,@
B-PER,2836,_eboniwalker
O,2836,extreme
O,2836,u
O,2836,mind
O,2836,yes
O,2836,extreme
O,2836,rapid
O,2836,manic
O,2836,dnt
O,2836,sleep
O,2836,6
O,2836,7
O,2836,days
O,2836,crash
O,2836,hard
O,2837,ways
O,2837,save
B-LOC,2837,hancock
I-LOC,2837,fabrics
O,2837,week
O,2837,couponing
O,2837,4
O,2837,hot
O,2837,new
O,2837,ways
O,2837,save
O,2837,http://t.co/q9hpixdk0t
B-PER,2839,@
B-PER,2839,ashvasant
O,2839,true
B-PER,2839,jindal
O,2839,gave
O,2839,30
O,2839,cr
B-LOC,2839,varanasi
O,2839,campaign
B-PER,2840,@
B-PER,2840,katodm
B-PER,2840,@
B-PER,2840,blackvines_
O,2840,thirst
O,2840,level
O,2840,100
O,2841,way
O,2841,carried
O,2841,😩
O,2841,😂
O,2841,https://t.co/ihsgbn6cso
B-PER,2842,@
B-PER,2842,chadcollins27
O,2842,omg
O,2842,holy
O,2842,fug
B-PER,2844,@
B-PER,2844,brandonacosta18
O,2844,got
O,2844,look
O,2844,homie
B-PER,2844,jon
B-PER,2845,@
B-PER,2845,maacabre
O,2845,makes
O,2845,happier
O,2845,able
O,2845,words
O,2845,love
B-PER,2846,@
B-PER,2846,piersmorgan
B-ORG,2846,arsenal
O,2846,season
O,2846,going
O,2846,exactly
O,2846,way
O,2846,predicted
O,2846,january
O,2846,transfer
O,2846,window
O,2846,fiasco
B-PER,2846,wenger
O,2846,know
O,2846,#imawitness
B-ORG,2847,#teamphil
O,2847,#cleardreammatch
O,2847,93
B-PER,2852,@
B-PER,2852,jhabeabrigade
O,2852,labas
O,2852,na
O,2852,kayo
O,2852,overly
O,2852,missing
B-PER,2852,jhabea
O,2852,screen
B-PER,2853,@
B-PER,2853,sashaalexander1
O,2853,shoes
O,2853,#love
O,2853,#shoegasm
O,2853,http://t.co/tgddydeynn
O,2856,fear
B-PER,2857,@
B-PER,2857,youngsteflon
O,2857,lool
O,2857,yh
O,2857,cus
O,2857,people
O,2857,saying
O,2857,way
O,2857,walk
O,2857,dress
O,2858,#arg
B-PER,2859,@
B-PER,2859,drrake
O,2859,bae
O,2859,wo
O,2859,text
O,2859,http://t.co/tmgylagflu
O,2861,fight
O,2861,w
B-PER,2861,mom
B-PER,2862,@
B-PER,2862,davidullsperger
B-PER,2862,@
B-PER,2862,nickkopecky
O,2862,isnt
O,2862,game
O,2862,4
B-LOC,2863,moscow
B-ORG,2863,basman
I-ORG,2863,district
I-ORG,2863,court
O,2863,satisfied
O,2863,mediation
O,2863,arrest
B-PER,2863,levon
I-PER,2863,hayrapetyan
O,2863,http://t.co/2k5nvchj8s
O,2863,http://t.co/vodew6eadb
B-PER,2864,@
B-PER,2864,john
O,2864,love
O,2864,little
O,2864,bro
O,2864,happy
O,2864,birthday
O,2864,http://t.co/ms5v39dsll
O,2865,connect
O,2865,audience
O,2865,feel
O,2865,music
B-PER,2865,abra
O,2866,good
O,2866,day
O,2866,👋
O,2866,😋
B-ORG,2867,@
B-ORG,2867,golfchannel
O,2867,defending
O,2867,champion
B-PER,2867,phil
I-PER,2867,mickelson
O,2867,tee
O,2867,9
O,2867,05
O,2867,et
O,2867,tee
O,2867,time
O,2867,#theopen
O,2867,scores
O,2867,http://t.co/scgfc0t47l
O,2867,http://t.co/…
B-PER,2869,@
B-PER,2869,lizayschnab
O,2869,happy
O,2869,birthday
B-PER,2869,@
B-PER,2869,dana_mattio
O,2870,http://t.co/41u6rg8scj
B-PER,2871,@
B-PER,2871,fourfourtweet
O,2871,look
B-LOC,2871,manaus
I-LOC,2871,stadium
O,2871,ahead
O,2871,world
O,2871,cup
O,2871,head
B-PER,2871,groundsman
O,2871,“
O,2871,frankly
B-LOC,2871,manaus
O,2871,bad
O,2871,shape
O,2871,http://t.co/0…
O,2872,feedback
O,2872,comment
O,2872,welcome
B-PER,2872,#gathy
B-PER,2872,#danisbert
B-ORG,2872,#bullybeatz
O,2872,https://t.co/xeedxkdkxr
O,2874,day
O,2874,levelling
O,2874,level
O,2874,7
B-ORG,2874,#csrclassics
B-ORG,2874,android
O,2874,free
O,2874,http://t.co/d262uyur7j
B-ORG,2875,@
B-ORG,2875,beforeitsnews
B-LOC,2875,ukraine
O,2875,leader
O,2875,threatens
B-LOC,2875,russia
O,2875,nuclear
O,2875,weapons
O,2875,http://t.co/uatb1hgnnd
O,2877,repeated
O,2877,jokes
O,2877,fucking
O,2877,gems
B-PER,2878,@
B-PER,2878,chanbaekhyeons
B-PER,2878,baekhyun
O,2878,said
O,2878,yes
O,2878,http://t.co/p8nlldrxv0
O,2879,wanted
O,2880,course
O,2880,gonna
O,2880,miss
O,2880,know
O,2880,chanyeol
O,2880,heaven
O,2880,good
O,2880,care
O,2880,cook
O,2882,http://t.co/eukqtrt89u
B-PER,2883,@
B-PER,2883,bajopants
O,2883,actual
O,2883,fuck
O,2884,dont
O,2884,know
O,2884,find
O,2884,courage
O,2884,man
O,2884,😂
O,2884,😂
O,2884,gimme
O,2884,award
O,2885,world
O,2885,cup
O,2885,start
O,2885,tomorrow
O,2885,:$
B-LOC,2885,brazil
O,2885,vs
B-LOC,2885,croatia
O,2886,bot
O,2886,lewat
O,2886,great
O,2886,minds
O,2886,purpose
O,2886,wishes
B-PER,2889,@
B-PER,2889,horryputtor
O,2889,ur
O,2889,free
O,2889,independint
O,2889,howse
O,2889,elf
O,2889,nt
O,2889,need
O,2889,mastur
O,2890,financial
O,2890,activities
B-ORG,2890,lgas
O,2890,classified
O,2890,information
O,2890,public
O,2890,consumption
O,2890,#lgabudget
B-PER,2891,@
B-PER,2891,carlyraejepsen
O,2891,happy
O,2891,birthday
B-PER,2891,@
B-PER,2891,justinbieber
O,2891,http://t.co/xrtwsvctbb
B-PER,2893,@
B-PER,2893,dontcallmedunk
B-PER,2893,@
B-PER,2893,metalhammer
O,2893,things
O,2893,undeniably
O,2893,shit
B-PER,2894,@
B-PER,2894,keyauntejones24
O,2894,early
O,2894,ready
O,2894,🙌
O,2894,⚾
O,2894,️
O,2895,yesss
O,2895,1000
O,2895,follower
O,2895,http://t.co/t9lt6ml33a
O,2896,wreck
O,2896,journal
O,2896,overrated
O,2896,like
O,2896,dont
O,2896,need
O,2896,pages
O,2896,taken
O,2896,nonsense
O,2896,telling
O,2896,write
B-ORG,2898,@
B-ORG,2898,cnnbrk
O,2898,torrential
O,2898,deluge
O,2898,causes
O,2898,mudslides
O,2898,drought-parched
B-LOC,2898,southern
I-LOC,2898,california
O,2898,http://t.co/3pntnu1klh
O,2899,@athletedestiny
O,2899,student
O,2899,athlete
O,2899,absolutely
O,2899,exhausting
I-ORG,2900,t
O,2900,american
O,2900,cup
O,2900,#attac2014
O,2900,http://t.co/obi6cuqbwg
B-ORG,2901,coldplay
O,2901,oceans
B-ORG,2901,bbc
I-ORG,2901,radio
I-ORG,2901,1
O,2901,live
O,2901,lounge
O,2901,http://t.co/dvfg0dkkac
B-ORG,2901,@
B-ORG,2901,youtube
O,2902,:/
B-PER,2904,@
B-PER,2904,missyknowles_
O,2904,noticed
O,2904,enjoy
O,2904,company
B-ORG,2906,melody
I-ORG,2906,love
O,2906,episode
O,2906,120
O,2906,review
B-PER,2906,kang
I-PER,2906,duk
O,2906,tells
B-PER,2906,gwak
I-PER,2906,hee
I-PER,2906,sung
O,2906,stay
O,2906,away
B-PER,2906,da
I-PER,2906,som
O,2906,http://t.co/autfa8ufdm
B-PER,2907,@
B-PER,2907,samholty
O,2907,freak
O,2907,sir
B-PER,2908,@
B-PER,2908,idksummer_
O,2908,good
O,2908,luck
O,2908,:)
B-PER,2910,@
B-PER,2910,dedet_amyako
O,2910,mana
B-PER,2911,alice
B-LOC,2911,wonderland
O,2911,rabbit
O,2911,late
O,2911,goodness
O,2911,gracious
O,2911,wait
O,2911,got
O,2911,time
B-PER,2912,#tweetsinchan
O,2912,0000000000000000000000000000900000000
O,2912,http://t.co/he0ei1paky
O,2913,listening
O,2913,lose
B-LOC,2913,stoke
B-ORG,2913,tunein
O,2913,app
O,2913,work
O,2913,like
O,2913,slowly
O,2913,chewing
O,2913,swallowing
O,2913,rotten
O,2913,piece
O,2913,fruit
O,2913,feel
O,2913,sick
O,2914,knows
O,2918,posted
O,2918,photo
O,2918,http://t.co/kqr0a7bd4a
O,2920,3
O,2920,11
O,2920,vacation
O,2921,iv
O,2921,tried
O,2921,tired
B-PER,2922,@
